Product Id,"Product External Id","Product Is Active","Product Division","Product Code","Product Name","Product Description","Primary Product Group Id","Primary Product Group","Product Type","Supplier Id","Supplier Code","Supplier Units Per Outer",Supplier,"Product Cost Price","Product Markup(%)","Product Price","Product TAX","Product Price Based On","Product Tracking Level","Product Warning Text","Product Minimum Inventory","Product Minimum Reorder","Product Minimum Order Type","Product Has Direct Cost","Product Available on Web","Product TAX Code","Product RRP","Product Notes","Product Is Purchased","Product Is Sold","Product Purchases Account","Product Sales Account","Product Inventory Account","Product Barcode","Product Is Controlled Drug","Product Desexes Patient","Product Triggers Patient Death","Product Patient Death Reason","Product Medication Text","Product Default Sell Units","Product Requires Prescription","Product Generates Prescription","Product RVM Direction of Use","Product RVM Length of Treatment Course","Product RVM Dose To Be Given","Product RVM Route of Administration","Product RVM Frequency of Treatments","Product RVM Length/Number of Treatments","Product RVM Withholding Period for Milk","Product RVM Withholding Period for Meat","Product RVM Maximum Dispense Quantity","Product RVM Maximum Dispense Frequency (days)","Auto Generate Product Type","Product Default Label Qty","Product Label Is Fixed Number","Product Identifier (NDC)","Product Schedule/Class","Product Lowest Dispensable Unit","Product Lowest Dispensable Quantity","Product Concentration","Product Concentration Unit","Product Concentration Volume","Product Concentration Diluted","Product Concentration Diluted Unit","Product Concentration Diluted Volume","Product Default Dosage Calculation Method","Product Default Route of Administration","Product Default Infusion Rate Per","Product Is CRI","Product Sheet Group","Product Service Fee Id","Product Service Fee Code","Product Service Fee External Reference"
2,,YES,1,IMPORTED,Imported,Imported,1,Administration,Standard,,,1,,0,0,0,0.0000,Price,No,,0,0,MINIMUM,NO,NO,E,0,,NO,YES,,,,,NO,,NO,,,1.0000,NO,NO,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,,,
4,,YES,1,ACCOUNTFEE,"Account Fee",,1,Administration,Procedure,,,1,,0,0,0,0.0000,Price,No,,0,0.0000,MINIMUM,NO,NO,E,0,,NO,YES,0,,0,,NO,,NO,,,1.0000,NO,NO,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,,,
7,,YES,1,PAYMENTSURCH,"Payment Surcharge",,1,Administration,Standard,,,1,,0,0,0,0.0000,Price,No,,0,0.0000,MINIMUM,NO,NO,E,0,,NO,YES,0,,0,,NO,,NO,,,1.0000,NO,NO,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,,,
12,MAH_c7748352-a53b-4631-890c-1e79f72cc76c,YES,1,MAH_2781,"Hill's Feline C/D Ocean Fish 4 lb.",,4,"Prescription Foods",Medication,,,1,,24.99,4,25.9935,1.9365,Markup,Product,,0,0.0000,MINIMUM,YES,NO,7.45,0,,YES,YES,0,,0,2781,NO,,NO,,,1.0000,YES,YES,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,,,
13,MAH_964347cf-3ae9-4587-8ef3-3c75285785cf,YES,1,MAH_585002,"RC Urinary SO Feline Treats",,4,"Prescription Foods",Medication,,,1,,3.79,131.93,8.7855,0.6545,Markup,Product,,0,0.0000,MINIMUM,YES,NO,7.45,0,,YES,YES,0,,0,585002,NO,,NO,,,1.0000,YES,YES,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,,,
14,MAH_75a5ea37-91cf-4e70-b2d1-d268404947ab,YES,1,MAH_SA380,"Antech Thyroid Profile 3",,5,Lab,Diagnostic,,,1,,164.99,50,247.485,0.0000,Markup,No,,0,0.0000,MINIMUM,YES,NO,E,0,"Minimum Price: 10000133.4400",NO,YES,0,,0,,NO,,NO,,,1.0000,NO,NO,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,,,
16,MAH_60daf854-62e9-4f0c-a3da-55615620743c,YES,1,MAH_10554,"Hill's Feline Metabolic+Urinary+Stress 6",,4,"Prescription Foods",Medication,,,1,,47.99,0.01,47.9944,3.5756,Markup,Product,,0,0.0000,MINIMUM,YES,NO,7.45,0,,YES,YES,0,,0,10554,NO,,NO,,,1.0000,YES,YES,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,,,
18,MAH_c91315a0-6b1f-4780-80ac-f9242d79a3cd,YES,1,MAH_PH1,"Amoxicillin 150mg Tablet",Antibiotic,6,Pharmacy,Medication,33,,1,"Henry Schein",0.49,100,0.98,0.0730,Markup,Product,,0,0.0000,MINIMUM,YES,NO,7.45,0,,YES,YES,0,,0,PH1,NO,,NO,,"Give #INPUT# tablet(s) by mouth every #INPUT# hour(s).",1.0000,YES,YES,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,1827,SERVICEFEE_($7.0000)_(7.45),
20,MAH_2fe505c3-a49b-493f-b259-bef763f4a6b6,YES,1,MAH_ENGAS,"PPVD K9 EN Gastroenteric 25lb",,4,"Prescription Foods",Medication,33,,1,"Henry Schein",75.78,49.1,112.99,8.4178,Price,Product,,0,0.0000,MINIMUM,YES,NO,7.45,0,,YES,YES,0,,0,ENGAS,NO,,NO,,,1.0000,YES,YES,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,,,
21,MAH_2b1f054b-d302-4223-9706-6b0bf92451ce,YES,1,MAH_230,"Heartgard Plus 6 months (under 25 lbs) B",,6,Pharmacy,Medication,,,1,,30.85,100,61.7,4.5967,Markup,Product,,0,0.0000,MINIMUM,YES,NO,7.45,0,,YES,YES,0,,0,230,NO,,NO,,,1.0000,YES,YES,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,,,
22,MAH_f59c0ef3-0a84-42f2-87d6-fbc9d133054b,YES,1,MAH_5107,"PPVD Fel NF Kidney Early Care 5.5oz",,4,"Prescription Foods",Medication,33,,1,"Henry Schein",1.96,48.98,2.92,0.2175,Markup,Product,,0,0.0000,MINIMUM,YES,NO,7.45,0,,YES,YES,0,,0,5107,NO,,NO,,,1.0000,YES,YES,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,,,
23,MAH_8acb5afb-6500-4b59-a5ed-e74c43812775,YES,1,MAH_1953,"Hill's K9 Metabolic Diet 27.5lb",,4,"Prescription Foods",Medication,,,1,,89.99,2.22,91.987,6.8530,Markup,Product,,0,0.0000,MINIMUM,YES,NO,7.45,0,,YES,YES,0,,0,1953,NO,,NO,,,1.0000,YES,YES,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,,,
25,MAH_fe0bb98a-19b6-40a8-b6a7-832f0f81cb37,YES,1,MAH_MELOX75,"Meloxicam 7.5mg",,6,Pharmacy,Medication,,,1,,0.02,500,0.12,0.0089,Markup,Product,,0,0.0000,MINIMUM,YES,NO,7.45,0,,YES,YES,0,,0,MELOX75,NO,,NO,,,1.0000,YES,YES,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,1827,SERVICEFEE_($7.0000)_(7.45),
27,MAH_a2d87df8-746e-41c0-bffb-0597098040e5,YES,1,MAH_RECHK,"Rescue Recheck",,8,Service,Standard,,,1,,30,-16.67,25,0.0000,Markup,No,,0,0.0000,MINIMUM,YES,NO,E,0,,NO,YES,0,,0,RECHK,NO,,NO,,,1.0000,NO,NO,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,,,
29,MAH_4446cfe7-15f9-4422-976f-68c952efba0a,YES,1,MAH_DASQA,"Dasuquin Advanced Large 60-120lb 64ct.",,9,Retail,Medication,,,1,,33.16,100,66.32,4.9408,Markup,Product,,0,0.0000,MINIMUM,YES,NO,7.45,0,,YES,YES,0,,0,DASQA,NO,,NO,,,1.0000,NO,NO,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,,,
31,MAH_aa461c1a-68f6-4f42-a40a-2d883684749b,YES,1,MAH_476888,"RC K9 Hydrolized 7.7lb",,4,"Prescription Foods",Medication,,,1,,44.99,40.01,62.9874,4.6926,Markup,Product,,0,0.0000,MINIMUM,YES,NO,7.45,0,,YES,YES,0,,0,476888,NO,,NO,,,1.0000,YES,YES,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,,,
32,MAH_8089ed30-80f4-4160-a02c-1dc3ed91eb1a,YES,1,MAH_TAC,"Tacrolimus 0.1% Ophthalmic 15 mL",,6,Pharmacy,Medication,33,,1,"Henry Schein",60.25,100,120.5,8.9773,Markup,Product,,0,0.0000,MINIMUM,YES,NO,7.45,0,,YES,YES,0,,0,TAC,NO,,NO,,,1.0000,YES,YES,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,,,
33,MAH_0f1a6186-49e9-4ff2-936b-eddc93079b11,YES,1,MAH_CEPHA,"Cephalexin 250mg Capsule",Antibiotic,6,Pharmacy,Medication,,,1,,0.1,150,0.25,0.0186,Markup,Product,"Give with food.",0,0.0000,MINIMUM,YES,NO,7.45,0,,YES,YES,0,,0,CEPHA,NO,,NO,,"Give #INPUT# capsule(s) by mouth every #INPUT# hours.",1.0000,YES,YES,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,1827,SERVICEFEE_($7.0000)_(7.45),
34,MAH_c21fba6e-d498-40c5-8d2d-187231096d6b,YES,1,MAH_164090,"RC Feline Renal LP 6 oz",,4,"Prescription Foods",Medication,,,1,,1.45,40,2.0289,0.1511,Markup,Product,,0,0.0000,MINIMUM,YES,NO,7.45,0,,YES,YES,0,,0,164090,NO,,NO,,,1.0000,YES,YES,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,,,
35,MAH_ff652ada-9e06-441c-b0d9-1ea5bced02df,YES,1,MAH_4641,"PPVD K9 Digestive Bites 16oz",,9,Retail,Standard,33,,1,"Henry Schein",9.99,50.05,14.99,0.0000,Markup,Product,,0,0.0000,MINIMUM,YES,NO,E,0,,YES,YES,0,,0,4641,NO,,NO,,,1.0000,NO,NO,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,,,
36,MAH_e5247609-68aa-4dda-8d98-59f714fbde4b,YES,1,MAH_8671,"Hill's K9 W/D 8.5lbs",,4,"Prescription Foods",Medication,,,1,,26.76,44.99,38.7994,2.8906,Markup,Product,,0,0.0000,MINIMUM,YES,NO,7.45,0,,YES,YES,0,,0,8671,NO,,NO,,,1.0000,NO,NO,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,,,
38,MAH_d08ad013-8046-4c00-85a3-2a242ecd0fd1,YES,1,MAH_QUE25,"Quellin 25 mg Chewable Tablets",,6,Pharmacy,Medication,33,,1,"Henry Schein",0.69,100,1.38,0.1028,Markup,Product,,0,0.0000,MINIMUM,YES,NO,7.45,0,,YES,YES,0,,0,QUE25,NO,,NO,,,1.0000,YES,YES,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,1827,SERVICEFEE_($7.0000)_(7.45),
39,MAH_1bc03b29-f586-4a20-899e-4199b69f632f,YES,1,MAH_7457,"PPVD Fel NF Kidney Advn 8lb",,4,"Prescription Foods",Medication,33,,1,"Henry Schein",42.68,49.93,63.99,4.7673,Markup,Product,,0,0.0000,MINIMUM,YES,NO,7.45,0,,YES,YES,0,,0,7457,NO,,NO,,,1.0000,YES,YES,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,,,
42,MAH_ff87cc39-6c54-4fcf-952f-9c340a9735e0,YES,1,MAH_EC25,"E-Collar 25",,9,Retail,Standard,33,,1,"Henry Schein",14,100,28,2.0860,Markup,Product,,0,0.0000,MINIMUM,YES,NO,7.45,0,,YES,YES,0,,0,EC25,NO,,NO,,,1.0000,NO,NO,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,,,
43,MAH_d9740110-0575-4c1f-9993-3934201e933f,YES,1,MAH_VTSPND,"Vetspon Dental Cube",,7,Surgery,Standard,33,,1,"Henry Schein",5.75,50.09,8.63,0.0000,Markup,Product,,0,0.0000,MINIMUM,YES,NO,E,0,,YES,YES,0,,0,VTSPND,NO,,NO,,,1.0000,NO,NO,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,,,
44,MAH_7f8a67e1-b4ab-4246-8c88-2e77137f3734,YES,1,MAH_484188,"RC Feline GI MoCal Dry 7.7#",,4,"Prescription Foods",Medication,,,1,,28.99,40.01,40.5863,3.0237,Markup,Product,,0,0.0000,MINIMUM,YES,NO,7.45,0,,YES,YES,0,,0,484188,NO,,NO,,,1.0000,YES,YES,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,,,
46,MAH_8a6c54ea-83b9-4202-bfdf-87bc96104772,YES,1,MAH_3393,"Hill's Feline K/D Ckn/Veg/Stew 2.9 oz",,4,"Prescription Foods",Medication,,,1,,1.32,44.7,1.9079,0.1421,Markup,Product,,0,0.0000,MINIMUM,YES,NO,7.45,0,,YES,YES,0,,0,3393,NO,,NO,,,1.0000,YES,YES,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,,,
47,MAH_f873414d-e2de-4926-a50e-373093bcdf2b,YES,1,MAH_POTBR,"Potassium Bromide M4V Suspension 120 ml",,6,Pharmacy,Medication,,,1,,26,146.92,64.2,4.7800,Markup,No,,0,0,MINIMUM,YES,NO,7.45,0,"Minimum Price: 0.0000",NO,YES,,,,POTBR,NO,,NO,,,1.0000,YES,YES,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,1827,SERVICEFEE_($7.0000)_(7.45),
49,MAH_d89499f5-c7d4-459d-94a8-a2200504bb9f,YES,1,MAH_UASPG,"Urine Specific Gravity",,5,Lab,Diagnostic,,,1,,16,0,16,0.0000,Price,No,,0,0.0000,MINIMUM,NO,NO,E,0,,NO,YES,0,,0,,NO,,NO,,,1.0000,NO,NO,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,,,
51,MAH_a2a805a9-f84d-4f88-a725-1942c1f6cb9d,YES,1,MAH_MISC,"Miscelaneous Product",,9,Retail,Standard,,,1,,0,0,0,0.0000,Price,No,,0,0.0000,MINIMUM,NO,NO,E,0,"Minimum Price: 0.0000",NO,YES,0,,0,MISC,NO,,NO,,,1.0000,NO,NO,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,,,
52,MAH_b8c60708-416f-432c-9209-622bb8ae1424,YES,1,MAH_CCL,"Ortho- CCL Repair Lateral Suture",,7,Surgery,Procedure,,,1,,1200,0,1200,0.0000,Price,No,,0,0.0000,MINIMUM,NO,NO,E,0,,NO,YES,0,,0,CCL,NO,,NO,,,1.0000,NO,NO,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,,,
53,MAH_b91b4522-5ee3-4621-87e1-54bc936c925b,YES,1,MAH_3392,"Hill's Feline I/D Vg/Chkn/Stew 2.9 oz.",,4,"Prescription Foods",Medication,,,1,,1.23,44.72,1.7776,0.1324,Markup,Product,,0,0.0000,MINIMUM,YES,NO,7.45,0,,YES,YES,0,,0,3392,NO,,NO,,,1.0000,YES,YES,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,,,
55,MAH_43c17b0f-2b8f-4415-9981-04cc3a6e4a01,YES,1,MAH_2869,"Hill's K9 Healthy Advantage 12 lb",,9,Retail,Standard,,,1,,21.04,40.02,29.4556,2.1944,Markup,Product,,0,0.0000,MINIMUM,YES,NO,7.45,0,,YES,YES,0,,0,2869,NO,,NO,,,1.0000,NO,NO,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,,,
58,MAH_51783552-b4cd-4821-b1ec-34f445ca522a,YES,1,MAH_FTH1,"Interceptor Plus Orange 2-8 lb 6 mos",,6,Pharmacy,Medication,33,,1,"Henry Schein",30.58,60,48.928,3.6451,Markup,Product,,0,0.0000,MINIMUM,YES,NO,7.45,0,,YES,YES,0,,0,FTH1,NO,,NO,,,1.0000,YES,YES,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,,,
59,MAH_fdb3b9e6-1265-497d-b642-1d41b11b84d5,YES,1,MAH_6238,"Hill's Feline C/D Multicare 5.5 oz can",,4,"Prescription Foods",Medication,,,1,,1.66,45.18,2.4104,0.1796,Markup,Product,,0,0.0000,MINIMUM,YES,NO,7.45,0,,YES,YES,0,,0,6238,NO,,NO,,,1.0000,YES,YES,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,,,
60,MAH_176fe2f5-6516-49fa-9fa4-03812de3607d,YES,1,MAH_7014,"Hill's K9 R/D Canned 13oz",,4,"Prescription Foods",Medication,,,1,,3.18,2.2,3.248,0.2420,Markup,Product,,0,0.0000,MINIMUM,YES,NO,7.45,0,,YES,YES,0,,0,7014,NO,,NO,,,1.0000,YES,YES,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,,,
61,MAH_b5071cc2-1876-4186-bbf0-5246b1d91955,YES,1,MAH_SUCR1,"Sucralfate 1gm",,6,Pharmacy,Medication,,,1,,0.27,100,0.54,0.0402,Markup,Product,,0,0.0000,MINIMUM,YES,NO,7.45,0,"Minimum Price: 0.0000",YES,YES,0,,0,SUCR1,NO,,NO,,,1.0000,YES,YES,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,1827,SERVICEFEE_($7.0000)_(7.45),
62,MAH_7827e940-e30d-4a73-af98-6f4b28d6882c,YES,1,MAH_TMS960,"Sulfamethoxazole and Trimethoprim 960mg",,6,Pharmacy,Medication,33,,1,"Henry Schein",0.04,500,0.24,0.0179,Markup,Product,,0,0.0000,MINIMUM,YES,NO,7.45,0,,YES,YES,0,,0,TMS960,NO,,NO,,,1.0000,YES,YES,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,1827,SERVICEFEE_($7.0000)_(7.45),
63,MAH_ef7dd809-20f3-4fb0-a82b-0b9694ec96a8,YES,1,MAH_ALOE,"Aloe Otic Ear Cleaner 8oz.",Shampoo/Conditioner,9,Retail,Standard,,,1,,6.69,100,13.38,0.9968,Markup,Product,,0,0.0000,MINIMUM,YES,NO,7.45,0,,YES,YES,0,,0,ALOE,NO,,NO,,,1.0000,NO,NO,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,,,
65,MAH_2ea74db3-20c4-4337-b0ed-5a572b850089,YES,1,MAH_S16345,"Antech Fructosamine",,5,Lab,Diagnostic,,,1,,75.97,50,113.955,0.0000,Markup,No,,0,0.0000,MINIMUM,YES,NO,E,0,,NO,YES,0,,0,,NO,,NO,,,1.0000,NO,NO,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,,,
66,MAH_2d47b412-754c-4f9f-8d1b-95185be83deb,YES,1,MAH_MIRTA,"Mirtazapine Tabs 15mg",,6,Pharmacy,Medication,,,1,,0.08,200,0.24,0.0179,Markup,Product,,0,0.0000,MINIMUM,YES,NO,7.45,0,,YES,YES,0,,0,MIRTA,NO,,NO,,,1.0000,YES,YES,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,1827,SERVICEFEE_($7.0000)_(7.45),
67,MAH_3fe64f6f-d5c5-43ed-9f68-0405c74612a8,YES,1,MAH_BANDM,"Bandage - Medium",,8,Service,Standard,,,1,,48,0,48,0.0000,Price,No,,0,0.0000,MINIMUM,NO,NO,E,0,,NO,YES,0,,0,BANDM,NO,,NO,,,1.0000,NO,NO,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,,,
68,MAH_082b12c1-307d-4855-b277-61fe0c3cec0b,YES,1,MAH_AMOX2,"Amoxidrops 15ml Bottle","Antibiotic
Liquid",6,Pharmacy,Medication,,,1,,7,100,14,1.0430,Markup,Product,"KEEP REFRIGERATED",0,0.0000,MINIMUM,YES,NO,7.45,0,,YES,YES,0,,0,AMOX2,NO,,NO,,"Give #INPUT# mL(s) by mouth every #INPUT# hour(s).",1.0000,YES,YES,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,1827,SERVICEFEE_($7.0000)_(7.45),
69,MAH_a5e27e68-4653-44c4-a31f-45bd5e3ffffd,YES,1,MAH_10900,"Hill's K9 Hypoallergenic Rx Diet Treats",,4,"Prescription Foods",Medication,33,,1,"Henry Schein",7.25,44.97,10.5072,0.7828,Markup,Product,,0,0.0000,MINIMUM,YES,NO,7.45,0,,YES,YES,0,,0,10900,NO,,NO,,,1.0000,YES,YES,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,,,
70,MAH_e794e48f-acf5-4d65-8f84-91ca9db994d9,YES,1,MAH_U405,"U-40 1/2cc Insulin Syringe Kit",,6,Pharmacy,Medication,,,1,,29.64,100,59.28,4.4164,Markup,Product,,0,0.0000,MINIMUM,YES,NO,7.45,0,,YES,YES,0,,0,U405,NO,,NO,,,1.0000,YES,YES,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,,,
71,MAH_1ca1bc44-2927-4f0b-8f1f-02d604a2e7dd,YES,1,MAH_477688,"RC Calm Feline 8.8 lb..",,4,"Prescription Foods",Medication,,,1,,45.53,60.31,72.9921,5.4379,Markup,Product,,0,0.0000,MINIMUM,YES,NO,7.45,0,,YES,YES,0,,0,477688,NO,,NO,,,1.0000,YES,YES,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,,,
75,MAH_b0004929-67e2-4a3a-a18c-6de461caa1ec,YES,1,MAH_44675,"RC Feline Renal Support T MIG 3 oz.",,4,"Prescription Foods",Medication,,,1,,1.07,142.06,2.5872,0.1928,Markup,Product,,0,0.0000,MINIMUM,YES,NO,7.45,0,,YES,YES,0,,0,44675,NO,,NO,,,1.0000,YES,YES,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,,,
76,MAH_94032d43-8103-40d0-9430-fc3b1aed9a98,YES,1,MAH_AMITRI25,"Amitriptyline 25mg Tablet",,6,Pharmacy,Medication,,,1,,0.06,100,0.12,0.0089,Markup,Product,,0,0.0000,MINIMUM,YES,NO,7.45,0,,YES,YES,0,,0,AMITRI25,NO,,NO,,,1.0000,YES,YES,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,1827,SERVICEFEE_($7.0000)_(7.45),
78,MAH_b27984fe-d6c6-471c-a4d1-2d722eb17ae2,YES,1,MAH_1957,"Hill's K9 Metabolic 13 oz.",,4,"Prescription Foods",Medication,,,1,,3.51,6.84,3.7506,0.2794,Markup,Product,,0,0.0000,MINIMUM,YES,NO,7.45,0,,YES,YES,0,,0,1957,NO,,NO,,,1.0000,YES,YES,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,,,
80,MAH_96ea841d-d05a-415e-bf80-74d5fc165299,YES,1,MAH_T535,"Antech Coccidicidomycosis Titer",,5,Lab,Diagnostic,,,1,,92.5,50,138.75,0.0000,Markup,No,,0,0.0000,MINIMUM,YES,NO,E,0,"Minimum Price: 74.8200",NO,YES,0,,0,,NO,,NO,,,1.0000,NO,NO,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,,,
81,MAH_77016625-615b-4971-9493-fd93206e5355,YES,1,MAH_LANPEN,"Lantus Insulin Pen",,6,Pharmacy,Medication,33,,1,"Henry Schein",100,50,150.0047,11.1753,Markup,Product,,0,0.0000,MINIMUM,YES,NO,7.45,0,,YES,YES,0,,0,LANPEN,NO,,NO,,,1.0000,YES,YES,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,,,
84,MAH_7e8acbb8-f58f-4fd4-8b1a-1c4639ab1427,YES,1,MAH_ATPYEL,"Atopica Yellow 25 mg (9.1-16 lbs)",Cyclosporine,6,Pharmacy,Medication,33,,1,"Henry Schein",24.01,100,48.0223,3.5777,Markup,Product,,0,0.0000,MINIMUM,YES,NO,7.45,0,,YES,YES,0,,0,ATPYEL,NO,,NO,,,1.0000,YES,YES,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,,,
85,MAH_319ca6f9-c161-4393-8f7a-9f111061bd57,YES,1,MAH_DOX10,"Doxycycline 10mg/ml",,6,Pharmacy,Medication,,,1,,0.6,100,1.2,0.0894,Markup,Product,,0,0.0000,MINIMUM,YES,NO,7.45,0,,YES,YES,0,,0,DOX10,NO,,NO,,,1.0000,YES,YES,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,1827,SERVICEFEE_($7.0000)_(7.45),
86,MAH_ad171c34-1c7b-4ab8-bb75-24b0b945fbc2,YES,1,MAH_ATOPF,"Atopica Feline 100mg/mL 17 mL",Cyclosporine,6,Pharmacy,Medication,33,,1,"Henry Schein",86.54,75,151.445,11.2827,Markup,Product,,0,0.0000,MINIMUM,YES,NO,7.45,0,,YES,YES,0,,0,ATOPF,NO,,NO,,,1.0000,YES,YES,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,,,
87,MAH_840ab28f-15e3-455a-b987-4fd6567005a5,YES,1,MAH_10082,"Hill's Feline Metabolic + Urinary Chkn S",,4,"Prescription Foods",Medication,,,1,,1.84,0.15,1.8427,0.1373,Markup,Product,,0,0.0000,MINIMUM,YES,NO,7.45,0,,YES,YES,0,,0,10082,NO,,NO,,,1.0000,YES,YES,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,,,
88,MAH_f19f3182-a6a9-4af5-a6f6-30fcce4f1d0e,YES,1,MAH_3395,"Hill's K9 K/D Chicken Stew 12.5 oz.",,4,"Prescription Foods",Medication,,,1,,2.63,44.87,3.8064,0.2836,Markup,Product,,0,0.0000,MINIMUM,YES,NO,7.45,0,,YES,YES,0,,0,3395,NO,,NO,,,1.0000,YES,YES,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,,,
89,MAH_f320f69c-0d94-458a-ad09-9d87b15082d1,YES,1,MAH_DASUA,"Dasuquin Advanced Small/Medium 64ct.",,9,Retail,Medication,,,1,,29.17,100,58.34,4.3463,Markup,Product,,0,0.0000,MINIMUM,YES,NO,7.45,0,,YES,YES,0,,0,DASUA,NO,,NO,,,1.0000,NO,NO,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,,,
90,MAH_68797c86-f78e-4f68-a9b9-038a1038af63,YES,1,MAH_SPLEN,"Splenectomy with Exploratory Laparotomy",,7,Surgery,Standard,,,1,,1300,0,1300,0.0000,Price,No,,0,0.0000,MINIMUM,NO,NO,E,0,,NO,YES,0,,0,SPLEN,NO,,NO,,,1.0000,NO,NO,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,,,
93,MAH_2c3932df-a69d-4242-ad60-1b9710cc988a,YES,1,MAH_PHEN3,"Phenobarbital 32.4 mg",,6,Pharmacy,Medication,,,1,,0.18,100,0.36,0.0268,Markup,Product,,0,0.0000,MINIMUM,YES,NO,7.45,0,,YES,YES,0,,0,PHEN3,YES,,NO,,,1.0000,YES,YES,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,1827,SERVICEFEE_($7.0000)_(7.45),
94,MAH_b7e8f02c-0979-4c9f-becd-fde8b0e28224,YES,1,MAH_FLUC200,"Fluconazole 200mg",,6,Pharmacy,Medication,,,1,,0.47,100,0.94,0.0700,Markup,Product,,0,0.0000,MINIMUM,YES,NO,7.45,0,,YES,YES,0,,0,FLUC200,NO,,NO,,,1.0000,YES,YES,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,1827,SERVICEFEE_($7.0000)_(7.45),
