Product Id,"Product External Id","Product Is Active","Product Division","Product Code","Product Name","Product Description","Primary Product Group Id","Primary Product Group","Product Type","Supplier Id","Supplier Code","Supplier Units Per Outer",Supplier,"Product Cost Price","Product Markup(%)","Product Price","Product TAX","Product Price Based On","Product Tracking Level","Product Warning Text","Product Minimum Inventory","Product Minimum Reorder","Product Minimum Order Type","Product Has Direct Cost","Product Available on Web","Product TAX Code","Product RRP","Product Notes","Product Is Purchased","Product Is Sold","Product Purchases Account","Product Sales Account","Product Inventory Account","Product Barcode","Product Is Controlled Drug","Product Desexes Patient","Product Triggers Patient Death","Product Patient Death Reason","Product Medication Text","Product Default Sell Units","Product Requires Prescription","Product Generates Prescription","Product RVM Direction of Use","Product RVM Length of Treatment Course","Product RVM Dose To Be Given","Product RVM Route of Administration","Product RVM Frequency of Treatments","Product RVM Length/Number of Treatments","Product RVM Withholding Period for Milk","Product RVM Withholding Period for Meat","Product RVM Maximum Dispense Quantity","Product RVM Maximum Dispense Frequency (days)","Auto Generate Product Type","Product Default Label Qty","Product Label Is Fixed Number","Product Identifier (NDC)","Product Schedule/Class","Product Lowest Dispensable Unit","Product Lowest Dispensable Quantity","Product Concentration","Product Concentration Unit","Product Concentration Volume","Product Concentration Diluted","Product Concentration Diluted Unit","Product Concentration Diluted Volume","Product Default Dosage Calculation Method","Product Default Route of Administration","Product Default Infusion Rate Per","Product Is CRI","Product Sheet Group","Product Service Fee Id","Product Service Fee Code","Product Service Fee External Reference"
528,MAH_91acd20f-dcff-4cf4-a79d-95c83e0fb87c,YES,1,MAH_LYME,"Lyme - 1 year",,11,Vaccination,Vaccination,,,1,,28.78,56.36,45,0.0000,Price,Product,,0,0.0000,MINIMUM,NO,NO,E,0,,NO,YES,0,,0,LYME,NO,,NO,,,1.0000,NO,NO,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,,,
532,MAH_2bea3b6b-47c4-4ccf-af62-a1a1ea6f351f,YES,1,MAH_EC30,"E-Collar 30",,9,Retail,Standard,33,,1,"Henry Schein",18.32,75,32.06,2.3885,Markup,Product,,0,0.0000,MINIMUM,YES,NO,7.45,0,,YES,YES,0,,0,EC30,NO,,NO,,,1.0000,NO,NO,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,,,
535,MAH_de803f91-36a6-4eba-94c9-054663c3eb2b,YES,1,MAH_SIMP5,"Simparica 5 mg. 2.8-5.5 lb per dose",,6,Pharmacy,Medication,,,1,,12.58,100,25.16,1.8744,Markup,Product,,0,0.0000,MINIMUM,YES,NO,7.45,0,,YES,YES,0,,0,SIMP5,NO,,NO,,,1.0000,YES,YES,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,1827,SERVICEFEE_($7.0000)_(7.45),
536,MAH_a9f74d91-e599-4c7b-ad6d-0240dc0b5987,YES,1,MAH_DOXYR,"Doxirobe Gel per Syringe",,6,Pharmacy,Medication,,,1,,62.07,60,99.312,0.0000,Markup,Product,,0,0.0000,MINIMUM,YES,NO,E,0,,YES,YES,0,,0,DOXYR,NO,,NO,,,1.0000,NO,NO,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,,,
537,MAH_c2f44ece-074b-4bab-aa69-8789220db290,YES,1,MAH_SLZTA,"Sulfasalazine Tablet 500mg",,6,Pharmacy,Medication,,,1,,0.18,100,0.36,0.0268,Markup,Product,,0,0.0000,MINIMUM,YES,NO,7.45,0,,YES,YES,0,,0,SLZTA,NO,,NO,,,1.0000,YES,YES,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,1827,SERVICEFEE_($7.0000)_(7.45),
539,MAH_af0ecd94-c4d9-476b-8c82-2cc8e2aad7e5,YES,1,MAH_FLG23,"Frontline Gold Canine 23-44 lb Single",,6,Pharmacy,Medication,33,,1,"Henry Schein",12.16,50,18.24,1.3589,Markup,Product,,0,0.0000,MINIMUM,YES,NO,7.45,0,,YES,YES,0,,0,FLG23,NO,,NO,,,1.0000,YES,YES,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,1827,SERVICEFEE_($7.0000)_(7.45),
540,MAH_239fcd71-23ef-46ca-837a-45a40895dc29,YES,1,MAH_DEX3,"Antech Dexamethaone Supression 3 Samples",,5,Lab,Diagnostic,,,1,,163.88,50,245.82,0.0000,Markup,No,,0,0.0000,MINIMUM,YES,NO,E,0,"Minimum Price: 132.5500",NO,YES,0,,0,,NO,,NO,,,1.0000,NO,NO,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,,,
541,MAH_ac11e423-e871-4296-b4e9-39b1c4ac0f6e,YES,1,MAH_BUPC1,"Buprenorphine 0.3mg/ml per mL",,10,Injectables,Medication,,,1,,15.18,50,22.77,0.0000,Markup,Product,,0,0.0000,MINIMUM,YES,NO,E,0,,YES,YES,0,,0,BUPC1,YES,,NO,,,1.0000,YES,YES,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,1833,SERVICEFEE_($12.0000)_(7.45),
542,MAH_2f579785-05df-40b9-8e2e-744b91b448b9,YES,1,MAH_6311,"Hill's Feline L/D can 5.5oz",,4,"Prescription Foods",Medication,,,1,,1.5,40,2.1033,0.1567,Markup,Product,,0,0.0000,MINIMUM,YES,NO,7.45,0,,YES,YES,0,,0,6311,NO,,NO,,,1.0000,YES,YES,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,,,
544,MAH_c3ca7b36-e8bb-4055-9211-7e109c486c62,YES,1,MAH_583066,"RC Feline Renal Support F 6.6 lb.",,4,"Prescription Foods",Medication,,,1,,27.49,100.04,54.993,4.0970,Markup,Product,,0,0.0000,MINIMUM,YES,NO,7.45,0,,YES,YES,0,,0,583066,NO,,NO,,,1.0000,YES,YES,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,,,
545,MAH_c757ac57-e509-4d3a-8163-02ab7ba6e0ff,YES,1,MAH_METHO50,"Methocarbamol suspension 50mg/ml per mL",,6,Pharmacy,Medication,,,1,,0.86,100,1.72,0.1281,Markup,Product,,0,0.0000,MINIMUM,YES,NO,7.45,0,,YES,YES,0,,0,METHO50,NO,,NO,,,1.0000,YES,YES,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,1827,SERVICEFEE_($7.0000)_(7.45),
546,MAH_0b95b24c-4ecd-41b5-b6a8-84b404df92d3,YES,1,MAH_URSO50,"Ursodiol 50 mg Tiny Tabs",,6,Pharmacy,Medication,33,,1,"Henry Schein",1.31,100,2.62,0.1952,Markup,Product,,0,0.0000,MINIMUM,YES,NO,7.45,0,,YES,YES,0,,0,URSO50,NO,,NO,,,1.0000,YES,YES,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,1827,SERVICEFEE_($7.0000)_(7.45),
548,MAH_78416cee-36a4-4ed7-81b7-f07f1b1a1131,YES,1,MAH_10046,"Hill's K9 Metabolic + Mobility 9.5 lb.",,4,"Prescription Foods",Medication,,,1,,27.58,52.25,41.9916,3.1284,Markup,Product,,0,0.0000,MINIMUM,YES,NO,7.45,0,,YES,YES,0,,0,10046,NO,,NO,,,1.0000,YES,YES,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,,,
550,MAH_f5f7352f-b8d9-4bc8-abca-d72284a49bb8,YES,1,MAH_PETTI,"Pet Tinic 4 oz",,9,Retail,Standard,,,1,,13.1,100,26.2,1.9519,Markup,Product,,0,0.0000,MINIMUM,YES,NO,7.45,0,,YES,YES,0,,0,PETTI,NO,,NO,,,1.0000,NO,NO,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,,,
551,MAH_4df68877-c8f0-4136-ac83-5c05750be328,YES,1,MAH_4DX,"Heartworm 4Dx Snap In-House",,5,Lab,Diagnostic,33,,1,"Henry Schein",23.89,100.92,48,0.0000,Markup,Product,,0,0.0000,MINIMUM,YES,NO,E,0,,YES,YES,0,,0,4DX,NO,,NO,,,1.0000,NO,NO,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,,,
552,MAH_c098a7f3-675b-47a1-95c6-cb44733921ee,YES,1,MAH_CSEC,C-Section,,7,Surgery,Procedure,,,1,,750,10,825,0.0000,Price,No,,0,0.0000,MINIMUM,NO,NO,E,0,,NO,YES,0,,0,CSEC,NO,,NO,,,1.0000,NO,NO,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,,,
553,MAH_6c992734-e11d-418a-a440-8ab4e96d0869,YES,1,MAH_ERYTH,"Erythromycin Ointment 0.5% 3.5",,6,Pharmacy,Medication,,,1,,10.52,150,26.3,1.9594,Markup,Product,,0,0.0000,MINIMUM,YES,NO,7.45,0,,YES,YES,0,,0,ERYTH,NO,,NO,,,1.0000,YES,YES,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,,,
554,MAH_e0325e8d-6138-4681-9ba5-d62bddc80a45,YES,1,MAH_3ER,"Third Eyelid Prolapse Repair",,7,Surgery,Procedure,,,1,,150,0,150,0.0000,Price,No,,0,0.0000,MINIMUM,NO,NO,E,0,,NO,YES,0,,0,3ER,NO,,NO,,,1.0000,NO,NO,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,,,
555,MAH_30fd8036-5f1b-412b-a495-537fab00c826,YES,1,MAH_5670,"Hill's A/D K9/ Feline cans",,4,"Prescription Foods",Medication,,,1,,1.98,44.95,2.8664,0.2136,Markup,Product,,0,0.0000,MINIMUM,YES,NO,7.45,0,,YES,YES,0,,0,5670,NO,,NO,,,1.0000,YES,YES,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,,,
556,MAH_7baba7a3-6806-4232-a3a9-0cde02266550,YES,1,MAH_427913,"RC K9 Calorie Control 1",,4,"Prescription Foods",Medication,,,1,,1.44,100,2.88,0.2146,Markup,Product,,0,0.0000,MINIMUM,YES,NO,7.45,0,,YES,YES,0,,0,427913,NO,,NO,,,1.0000,YES,YES,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,,,
557,MAH_042a16fb-6cc8-46d5-b2a2-1645e47c0638,YES,1,MAH_OMEGA,"Omega V3 Softgels Large Dog 60 ct",,9,Retail,Standard,,,1,,12.96,100,25.92,1.9310,Markup,Product,,0,0.0000,MINIMUM,YES,NO,7.45,0,,YES,YES,0,,0,OMEGA,NO,,NO,,,1.0000,NO,NO,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,,,
559,MAH_a5120cd1-c7f2-42f3-a9d6-8fa41693a461,YES,1,MAH_ORBA1,"Orbax 68 mg",,6,Pharmacy,Medication,,,1,,3.31,120.94,7.3131,0.5448,Markup,Product,,0,0.0000,MINIMUM,YES,NO,7.45,0,,YES,YES,0,,0,ORBA1,NO,,NO,,,1.0000,YES,YES,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,1827,SERVICEFEE_($7.0000)_(7.45),
560,MAH_83b90dac-76d0-4440-872a-84aa1811102a,YES,1,MAH_OS1,"Osurnia Application - Per Ear",,6,Pharmacy,Medication,,,1,,8.61,200,25.83,1.9243,Markup,Product,,0,0.0000,MINIMUM,YES,NO,7.45,0,,YES,YES,0,,0,OS1,NO,,NO,,,1.0000,YES,YES,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,,,
562,MAH_30af780f-4735-4973-94f4-369ab603598a,YES,1,MAH_METH2,"Methimazole 2.5 mg",,6,Pharmacy,Medication,33,,1,"Henry Schein",0.11,100,0.22,0.0164,Markup,Product,,0,0.0000,MINIMUM,YES,NO,7.45,0,,YES,YES,0,,0,METH2,NO,,NO,,,1.0000,YES,YES,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,1830,SERVICEFEE_($7.0000)_(E),
567,MAH_be6a99cc-d364-41fa-bd8f-86d32e92956c,YES,1,MAH_ATRO,"Atropine Sulfate Opthalmic Ointment 1%","Eye Medication",6,Pharmacy,Medication,,,1,,45.5,50,68.25,5.0846,Markup,Product,,0,0.0000,MINIMUM,YES,NO,7.45,0,,YES,YES,0,,0,ATRO,NO,,NO,,"Apply #INPUT# drops to affected eye(s) every #INPUT# hour(s).",1.0000,YES,YES,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,,,
570,MAH_aab04e9d-5b01-4c13-bad6-b3122958a517,YES,1,MAH_BAY13,"Baytril 136mg Tablet",Antibiotic,6,Pharmacy,Medication,,,1,,3.46,50,5.19,0.3867,Markup,Product,,0,0.0000,MINIMUM,YES,NO,7.45,0,,YES,YES,0,,0,BAY13,NO,,NO,,"Give #INPUT# tablet(s) by mouth every #INPUT# hour(s).",1.0000,YES,YES,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,1827,SERVICEFEE_($7.0000)_(7.45),
571,MAH_327e2829-cd8c-4b93-93dc-98097e21f75c,YES,1,MAH_10086,"Hills K9 Metabolic + Mobility 12.5 oz",,4,"Prescription Foods",Medication,33,,1,"Henry Schein",3.15,45.08,4.5696,0.3404,Markup,Product,,0,0.0000,MINIMUM,YES,NO,7.45,0,,YES,YES,0,,0,10086,NO,,NO,,,1.0000,YES,YES,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,,,
572,MAH_27982583-3692-400b-967b-67c268513468,YES,1,MAH_5925,"Hill's Feline W/D 17.6 lb",,4,"Prescription Foods",Medication,,,1,,77.99,2.56,79.9907,5.9593,Markup,Product,,0,0.0000,MINIMUM,YES,NO,7.45,0,,YES,YES,0,,0,5925,NO,,NO,,,1.0000,YES,YES,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,,,
574,MAH_f82bc99a-ec00-482e-9fd3-80ce79786fb4,YES,1,MAH_U40,"U-40 1ML  Insulin Syringe Kit",,6,Pharmacy,Medication,,,1,,29.64,100,59.28,4.4164,Markup,Product,,0,0.0000,MINIMUM,YES,NO,7.45,0,,YES,YES,0,,0,U40,NO,,NO,,,1.0000,YES,YES,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,,,
575,MAH_828771fc-1eeb-45fa-b6e6-91af3e5b0af9,YES,1,MAH_VTSPN,"Vetspon Sponge Flex Sheet",,7,Surgery,Standard,,,1,,15.35,25.02,19.19,0.0000,Markup,Product,,0,0.0000,MINIMUM,YES,NO,E,0,,YES,YES,0,,0,VTSPN,NO,,NO,,,1.0000,NO,NO,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,,,
578,MAH_c16662bd-5d5c-4b8e-a913-2a72561ca323,YES,1,MAH_429203,"RC Feline Glycobalance 3oz",,4,"Prescription Foods",Medication,,,1,,2.99,39.8,4.1787,0.3113,Markup,Product,,0,0.0000,MINIMUM,YES,NO,7.45,0,,YES,YES,0,,0,429203,NO,,NO,,,1.0000,YES,YES,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,,,
579,MAH_9a0bf0a0-4801-471e-a0e9-d396ce5f6963,YES,1,MAH_3386,"Hill's Feline C/D Chkn/Vg Stew 2.9 oz",,4,"Prescription Foods",Medication,,,1,,1.26,45.24,1.8334,0.1366,Markup,Product,,0,0.0000,MINIMUM,YES,NO,7.45,0,,YES,YES,0,,0,3386,NO,,NO,,,1.0000,YES,YES,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,,,
580,MAH_5da569d7-e4a0-496c-b030-931e3f851650,YES,1,MAH_CYCLSUSP,"Cyclosporine 100mg/ml Suspension 50mL",,6,Pharmacy,Medication,,,1,,94.14,57.44,148.21,11.0400,Markup,No,,0,0,MINIMUM,YES,NO,7.45,0,"Minimum Price: 10000094.1400",NO,YES,,,,CYCLSUSP,NO,,NO,,,1.0000,YES,YES,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,1827,SERVICEFEE_($7.0000)_(7.45),
581,MAH_55a31ba3-641c-4627-b78f-5d2bce72dc74,YES,1,MAH_488835,"RC Feline Dental Dry 7.7lb",,4,"Prescription Foods",Medication,,,1,,24.45,141.27,58.9856,4.3944,Markup,Product,,0,0.0000,MINIMUM,YES,NO,7.45,0,,YES,YES,0,,0,488835,NO,,NO,,,1.0000,YES,YES,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,,,
584,MAH_4897f1d7-289b-4003-8ffe-ab7cb8ccaf6d,YES,1,MAH_10508,"Hill's K9  Derm Defense 25lb.",,4,"Prescription Foods",Medication,,,1,,98.99,0,98.9856,7.3744,Markup,Product,,0,0.0000,MINIMUM,YES,NO,7.45,0,,YES,YES,0,,0,10508,NO,,NO,,,1.0000,YES,YES,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,,,
587,MAH_b38bdfd1-d444-4ba9-abc5-fde2c6d05a64,YES,1,MAH_BAYOT,"Baytril Otic 15mL Bottle",,6,Pharmacy,Medication,,,1,,15.11,100,30.22,2.2514,Markup,Product,,0,0.0000,MINIMUM,YES,NO,7.45,0,,YES,YES,0,,0,BAYOT,NO,,NO,,,1.0000,YES,YES,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,,,
588,MAH_adc9b70d-f037-4c2f-ab42-f087d615bbe9,YES,1,MAH_INJ1,"Onsior Injection",,10,Injectables,Medication,33,,1,"Henry Schein",8.21,100,16.42,0.0000,Markup,Product,,0,0.0000,MINIMUM,YES,NO,E,0,,YES,YES,0,,0,INJ1,NO,,NO,,,1.0000,YES,YES,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,1833,SERVICEFEE_($12.0000)_(7.45),
589,MAH_00828eca-ddf5-4f68-864b-58f6274a5b91,YES,1,MAH_7008,"Hill's K9 I/D Canned 13oz",,4,"Prescription Foods",Medication,,,1,,2.51,45.02,3.6389,0.2711,Markup,Product,,0,0.0000,MINIMUM,YES,NO,7.45,0,,YES,YES,0,,0,7008,NO,,NO,,,1.0000,YES,YES,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,,,
590,MAH_aafeb513-928e-4a2f-b3fc-6fa3b410dfca,YES,1,MAH_GASTRO,Gastropexy,,7,Surgery,Procedure,,,1,,0,0,330,0.0000,Price,No,,0,0.0000,MINIMUM,NO,NO,E,0,,NO,YES,0,,0,GASTRO,NO,,NO,,,1.0000,NO,NO,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,,,
595,MAH_431a75b3-6801-4103-824e-f2d3d9ebead7,YES,1,MAH_GABA300,"Gabapentin 300mg",,6,Pharmacy,Medication,,,1,,0.06,250,0.21,0.0156,Markup,Product,,0,0.0000,MINIMUM,YES,NO,7.45,0,,YES,YES,0,,0,GABA300,NO,,NO,,,1.0000,YES,YES,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,1827,SERVICEFEE_($7.0000)_(7.45),
598,MAH_68ad4701-be5c-48f3-80d1-d8c5645d4042,YES,1,MAH_FNACYT,"FNA & Cytology In-House",,5,Lab,Diagnostic,,,1,,65,0,65,0.0000,Price,No,,0,0.0000,MINIMUM,NO,NO,E,0,,NO,YES,0,,0,,NO,,NO,,,1.0000,NO,NO,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,,,
601,MAH_9065c691-04f1-4302-a067-37b3e0f38428,YES,1,MAH_GLU,"Glucose Test (glucometer)",,5,Lab,Diagnostic,,,1,,1,1600,17,0.0000,Price,No,,0,0.0000,MINIMUM,NO,NO,E,0,,NO,YES,0,,0,GLU,NO,,NO,,,1.0000,NO,NO,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,,,
602,MAH_01e85b92-4cd8-49b6-861e-8c57e4c26007,YES,1,MAH_EARC,"Ear Cytology In House",,5,Lab,Diagnostic,,,1,,0,0,30,0.0000,Price,No,,0,0.0000,MINIMUM,NO,NO,E,0,,NO,YES,0,,0,,NO,,NO,,,1.0000,NO,NO,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,,,
603,MAH_3db215c5-bfe9-40c8-99ad-acd5f982b3da,YES,1,MAH_LEV750,"Levetiracetam 750 mg",,6,Pharmacy,Medication,33,,1,"Henry Schein",0.15,150,0.375,0.0279,Markup,Product,,0,0.0000,MINIMUM,YES,NO,7.45,0,,YES,YES,0,,0,LEV750,NO,,NO,,,1.0000,YES,YES,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,1827,SERVICEFEE_($7.0000)_(7.45),
604,MAH_3a4f9552-e642-4c7f-bb3a-129a4fab3a60,YES,1,MAH_IVB,"Fluids- Lactated Ringers 1 L",,12,"Hospital Supplies",Medication,,,1,,5.06,492.89,30,0.0000,Markup,Product,,0,0.0000,MINIMUM,YES,NO,E,0,,YES,YES,0,,0,IVB,NO,,NO,,,1.0000,NO,NO,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,,,
605,MAH_2b21f723-5ef2-47d8-8177-2b379375f232,YES,1,MAH_GABA100,"Gabapentin 100mg",,6,Pharmacy,Medication,,,1,,0.03,300,0.12,0.0089,Markup,Product,,0,0.0000,MINIMUM,YES,NO,7.45,0,,YES,YES,0,,0,GABA100,NO,,NO,,,1.0000,YES,YES,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,1827,SERVICEFEE_($7.0000)_(7.45),
607,MAH_3e0d83d1-b871-4c85-b818-88bb81d1acf9,YES,1,MAH_604197,"Hill's K9 GI Biome 8 lb",,4,"Prescription Foods",Medication,,,1,,31.58,45,45.7887,3.4113,Markup,Product,,0,0.0000,MINIMUM,YES,NO,7.45,0,,YES,YES,0,,0,604197,NO,,NO,,,1.0000,YES,YES,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,,,
608,MAH_4d4c27e3-1de9-4e48-b1d2-cd2bb5d6b08f,YES,1,MAH_LIB5A,"Librela 5 mg additional vial",,10,Injectables,Medication,33,,1,"Henry Schein",29,37.93,40,0.0000,Price,Product,,0,0.0000,MINIMUM,YES,NO,E,0,,NO,YES,0,,0,LIB5A,NO,,NO,,,1.0000,YES,YES,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,,,
609,MAH_1aeaf7ed-c8ac-4b9c-9463-3eea32c435c3,YES,1,MAH_BRUSH,"Tooth Brush",,9,Retail,Standard,,,1,,4.11,50,6.165,0.4593,Markup,Product,,0,0.0000,MINIMUM,YES,NO,7.45,0,,YES,YES,0,,0,BRUSH,NO,,NO,,,1.0000,NO,NO,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,,,
610,MAH_56d30611-a6b5-4b69-b2b3-4f4309bd344a,YES,1,MAH_CLEFT,"Cleft Palate Repair",,7,Surgery,Standard,,,1,,2000,0,2000,0.0000,Price,No,,0,0.0000,MINIMUM,NO,NO,E,0,,NO,YES,0,,0,CLEFT,NO,,NO,,,1.0000,NO,NO,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,,,
612,MAH_f8f63dd5-4739-45d6-becd-e0d94dac88a9,YES,1,MAH_7252,"Hill's Feline K/D 4lb",,4,"Prescription Foods",Medication,,,1,,28.99,3.45,29.986,2.2340,Markup,Product,,0,0.0000,MINIMUM,YES,NO,7.45,0,,YES,YES,0,,0,7252,NO,,NO,,,1.0000,YES,YES,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,,,
614,MAH_a1e62b9f-0d22-46de-99f3-d035ca10998d,YES,1,MAH_CYT30,"Cytopoint Injection 30mg",,10,Injectables,Medication,33,,1,"Henry Schein",42.1,100,84.2,0.0000,Markup,Product,,0,0.0000,MINIMUM,YES,NO,E,0,,YES,YES,0,,0,CYT30,NO,,NO,,,1.0000,NO,NO,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,1833,SERVICEFEE_($12.0000)_(7.45),
615,MAH_b872aa3d-9c91-4d36-be2c-284fb28b7c07,YES,1,MAH_CYC50,"Cyclophosphamide - Wedgewood",,6,Pharmacy,Medication,33,,1,"Henry Schein",1.5,300,6,0.0000,Markup,No,,0,0.0000,MINIMUM,YES,NO,E,0,,YES,YES,0,,0,CYC50,NO,,NO,,,1.0000,YES,YES,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,2187,SERVICEFEEHAZ_($25.0000),
616,MAH_49641ea2-fbdf-40bb-a24e-b6ce6910e96d,YES,1,MAH_AEF,"Cremation - Private Additional Engraving",,13,"Cremation Services",Procedure,,,1,,15,0,15,0.0000,Price,No,,0,0.0000,MINIMUM,NO,NO,E,0,,NO,YES,0,,0,AEF,NO,,YES,,,1.0000,NO,NO,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,,,
617,MAH_e164a4cf-6af3-46f3-8f2c-2ff2ad9df2b5,YES,1,MAH_STT,"Schirmer Tear Test",,5,Lab,Diagnostic,,,1,,1.51,2400,37.75,0.0000,Markup,Product,,0,0.0000,MINIMUM,YES,NO,E,0,,YES,YES,0,,0,,NO,,NO,,,1.0000,NO,NO,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,,,
621,MAH_37c167dd-edbf-4031-b3f6-c38ebc1dfe7d,YES,1,MAH_CRED4,"Credelio Yellow 4.4-6 lb (1 tablet)",,6,Pharmacy,Medication,33,,1,"Henry Schein",15.47,100,30.94,2.3050,Markup,Product,,0,0.0000,MINIMUM,YES,NO,7.45,0,,YES,YES,0,,0,CRED4,NO,,NO,,"Give 1 tablet by mouth monthly for ectoparasite prevention.",1.0000,YES,YES,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,,,
622,MAH_94963d18-3b15-4c94-8431-fe6cff7a8dee,YES,1,MAH_GRC,"Growth Removal Complicated",,7,Surgery,Procedure,,,1,,260,20,312,0.0000,Price,No,,0,0.0000,MINIMUM,NO,NO,E,0,,NO,YES,0,,0,GRC,NO,,NO,,,1.0000,NO,NO,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,,,
624,MAH_65c09fbf-8c19-46c5-b3fb-93a7929a0957,YES,1,MAH_9453,"Hill's Feline K/D Minced Chicked 5.5oz",,4,"Prescription Foods",Medication,,,1,,1.72,44.77,2.4942,0.1858,Markup,Product,,0,0.0000,MINIMUM,YES,NO,7.45,0,,YES,YES,0,,0,9453,NO,,NO,,,1.0000,YES,YES,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,,,
626,MAH_3feff8fb-94a1-488d-a3b0-3b98fe0cc0cb,YES,1,MAH_METIM,"Methimazole Tabs 5mg",,6,Pharmacy,Medication,,,1,,0.17,100,0.34,0.0253,Markup,Product,,0,0.0000,MINIMUM,YES,NO,7.45,0,,YES,YES,0,,0,METIM,NO,,NO,,,1.0000,YES,YES,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,1827,SERVICEFEE_($7.0000)_(7.45),
627,MAH_fd2e3fcf-c676-4b60-91f5-aadb16003eb7,YES,1,MAH_7905,"Hill's Feline Z/D 4 lb",,4,"Prescription Foods",Medication,,,1,,20.68,59.53,32.9921,2.4579,Markup,Product,,0,0.0000,MINIMUM,YES,NO,7.45,0,,YES,YES,0,,0,7905,NO,,NO,,,1.0000,YES,YES,,,,,,,,,0,0,,1,YES,,,,0,0,,,0,,,,,,NO,,,,
