Vetcove ID,Date,Hospital,Name,Order #,PO Number,Supplier,Manufacturer,Manufacturer Number,Primary Category,Secondary Category,GL Code,Vetcove Item ID,Cost per Dose,Units,Unit Price,Unit Measurement,List Price,Quantity,Total Price,Item Status,Supplier's SKU
498489117,2025-12-29,Animal Care Center + Pet House Suites,MURICIN® (mupirocin 2%) Ointment: 15g,6886986-0,VC0NUCWQ,Penn Vet,Dechra,42015,Pharmaceuticals,Dermatologic Preparations,Inventory - Medicine (1331),192197,1.118,15.0,16.77,g,,1,16.77,Completed,PHA420-15
498489118,2025-12-29,Animal Care Center + Pet House Suites,Neopolydex Ophthalmic Ointment: 3.5g,6886986-0,VC0NUCWQ,Penn Vet,Multiple Manufacturers,2420879535,Pharmaceuticals,Ophth Preps and Treatments,Inventory - Medicine (1331),38192,1.3457,3.5,4.71,g,,1,4.71,Completed,VED1812
498489126,2025-12-29,Animal Care Center + Pet House Suites,EUTHASOL® (pentobarbital sodium and phenytoin sodium) Euthanasia Solution: 100ml,6886986-0,VC0NUCWQ,Penn Vet,Virbac,710101,Pharmaceuticals,Euthanasia Agents,Inventory - Medicine (1331),27677,0.8277,100.0,82.77,ml,,1,82.77,Completed,PVS111
474613043,2025-09-17,Animal Care Center + Pet House Suites,VETSCAN VUE+ RENTAL CHARGE,1021100997,,Zoetis,,,,,,874921,0.0,1.0,0.0,purchasing unit,,2,0.0,Processed,20003746
474613036,2025-09-17,Animal Care Center + Pet House Suites,000000000010023322,1021100997,,Zoetis,,,Diagnostics Laboratory,Reagent/Accessories-Hematology,,381724,0.0,1,0.0,dose,,1,0.0,Completed,10023322
474613037,2025-09-17,Animal Care Center + Pet House Suites,VetScan HM5 Normal Control: 2ml,1021100997,,Zoetis,Zoetis,770-9029,Diagnostics Laboratory,Reagent/Accessories-Hematology,Lab Supplies (5630),118139,0.0,1.0,0.0,kit,29.0,1,0.0,Completed,10023314
474613048,2025-09-17,Animal Care Center + Pet House Suites,VS HUB RENTAL CHARGE,1021100997,,Zoetis,,,,,,839708,0.0,1.0,0.0,purchasing unit,,1,0.0,Processed,20003800
474613047,2025-09-17,Animal Care Center + Pet House Suites,Fuse Install Accessory Kit,1021100997,,Zoetis,,,Services & Fees,Miscellaneous Services & Fees,,440434,0.0,1,0.0,dose,,1,0.0,Completed,10023149
474613045,2025-09-17,Animal Care Center + Pet House Suites,VETSCAN UA-RENTAL CHARGE,1021100997,,Zoetis,,,,,,866244,0.0,1.0,0.0,purchasing unit,,1,0.0,Processed,20002330
474613019,2025-09-17,Animal Care Center + Pet House Suites,VetScan HM5 Reagent Pack: Each,1021100998,,Zoetis,Zoetis,770-9000,Diagnostics Laboratory,Reagent/Accessories-Hematology,Inventory Asset - Lab Supplies (1334),118137,512.86,1.0,512.86,kit,666.05,1,512.86,Completed,10023312
488633996,2025-11-13,Animal Care Center + Pet House Suites,"Nutramax Proviable-Forte Kit For Medium & Large Dogs, 30Ml, 5 Count",6207811092,VC0N8Y9A,Patterson,Nutramax,PROVFT5KP30,Nutraceuticals,Probiotics,Inventory - Medicine (1331),189253,18.9,5.0,94.5,each,,1,94.5,Completed,078926867
488634010,2025-11-13,Animal Care Center + Pet House Suites,"Maropitant Citrate Tablets: 24mg, 4 Count",6207811092,VC0N8Y9A,Patterson,Multiple Manufacturers,86117002817,Pharmaceuticals,Antiemetics,Inventory - Medicine (1331),596819,2.5925,4.0,10.37,tablet,,1,10.37,Completed,078949958
488634002,2025-11-13,Animal Care Center + Pet House Suites,Vanguard CIV H3N2/H3N8 Vaccine: 25 x 1 Dose,6207811092,VC0N8Y9A,Patterson,Zoetis,10016338,Vaccines,Vaccines and Other Biologicals,Inventory - Medicine (1331),234428,13.23,25.0,330.75,dose,,1,330.75,Completed,078931121
488633999,2025-11-13,Animal Care Center + Pet House Suites,MURICIN® (mupirocin 2%) Ointment: 15g,6207811092,VC0N8Y9A,Patterson,Dechra,42015,Pharmaceuticals,Dermatologic Preparations,Inventory - Medicine (1331),192197,1.118,15.0,16.77,g,,1,16.77,Completed,078703709
478539269,2025-10-02,Animal Care Center + Pet House Suites,"Soda Lime, Carbon Dioxide Absorbent Granules 3lb Bottle",GNH3021,VC0MLPCB,Covetrus,Covetrus,SOD-01-3LB,Anesthesia,CO2 Adsorbent,Medical Equipment Lease (5350),716910,1.8833,3.0,5.65,lb,7.28,3,16.95,Completed,074176
487924359,2025-11-10,Animal Care Center + Pet House Suites,"Clindamycin Hcl Capsules: 150Mg, 100 Count",6840312-0,VC0N6JZ9,Penn Vet,Multiple Manufacturers,63304069201,Pharmaceuticals,Antimicrobial Agents,Inventory - Medicine (1331),120093,0.0611,100.0,6.11,capsule,,1,6.11,Completed,VED1054
487302315,2025-11-10,Animal Care Center + Pet House Suites,"Nitrile Exam Gloves Powder Free: Medium, 100 Count",6207773659,VC0N6IWP,Patterson,Multiple Manufacturers,RHI-UNB5M100BX,Apparel and Drapes,Miscellaneous Protective Wear,General Supplies - Medical (5300),81196,0.0605,100.0,6.05,gloves,,2,12.1,Completed,078924290
487302313,2025-11-10,Animal Care Center + Pet House Suites,"Carprofen Chewable Tablets: 75mg, 180 Count",6207773659,VC0N6IWP,Patterson,Multiple Manufacturers,21306855,Pharmaceuticals,Antiinflammatories,Inventory - Medicine (1331),509260,0.359,180.0,64.62,tablet,,1,0.0,Processed,078945299
487302310,2025-11-10,Animal Care Center + Pet House Suites,"Claro Otic Solution: 1 ml, 1 x 10 Count",6207773659,VC0N6IWP,Patterson,Elanco,90209438,Pharmaceuticals,Otic Preparations,Inventory - Medicine (1331),156413,18.94,10.0,189.4,tube,,1,189.4,Completed,078950712
485199683,2025-10-30,Animal Care Center + Pet House Suites,"VS2 Rotors: T4/Cholesterol, 12 Count",1021366584,VC0N1IH9,Zoetis,Zoetis,500-0037-12,Diagnostics Laboratory,Reagents/Accessories-Chemistry,Inventory Asset - Lab Supplies (1334),118163,20.4225,12.0,245.07,each,315.4,1,245.07,Completed,10023215
485199682,2025-10-30,Animal Care Center + Pet House Suites,"VS2 Rotors: Prep Profile II, 12 Count",1021366584,VC0N1IH9,Zoetis,Zoetis,500-0026-12,Diagnostics Laboratory,Reagents/Accessories-Chemistry,Inventory Asset - Lab Supplies (1334),118160,22.5692,12.0,270.83,each,348.55,2,541.66,Completed,10023211
486011232,2025-11-03,Animal Care Center + Pet House Suites,"Solensia: 1ml vial, 6 Count",1021382066,VC0N2RD3,Zoetis,Zoetis,10023517,Pharmaceuticals,Antiinflammatories,Inventory - Medicine (1331),515499,43.6833,6.0,262.1,vial,262.1,1,262.1,Completed,10023517
486011230,2025-11-03,Animal Care Center + Pet House Suites,"Culture Swabs: Aerobic/Anaerobic, 5 Count",1021382066,VC0N2RD3,Zoetis,Zoetis,10025242,Diagnostics Laboratory,Culture Collection Incubation,Lab Supplies (5630),541053,0.0,5.0,0.0,each,0.01,5,0.0,Completed,10025242
486011231,2025-11-03,Animal Care Center + Pet House Suites,"Librela Solution 1mL vial: 10mg/mL (22.2-44.1 lb), 6 count",1021382066,VC0N2RD3,Zoetis,Zoetis,10022807,Pharmaceuticals,Antiinflammatories,Inventory - Medicine (1331),605234,226.8,1.0,226.8,box,226.8,1,226.8,Completed,10022807
486011229,2025-11-03,Animal Care Center + Pet House Suites,Convenia Injectable: 10ml,1021382066,VC0N2RD3,Zoetis,Zoetis,10001498,Pharmaceuticals,Antimicrobial Agents,Inventory - Medicine (1331),142684,42.996,10.0,429.96,ml,423.5,1,429.96,Completed,10001498
486951313,2025-11-06,Animal Care Center + Pet House Suites,VetScan Canine Flex4 Rapid Test: 25 Count,1021412682,VC0N5PXL,Zoetis,Zoetis,510-0006-25,Diagnostics,Diagnostic Aids - Clinical,Inventory Asset - Lab Supplies (1334),236210,17.0864,25.0,427.16,test,464.7,1,427.16,Completed,10021677
436861690,2025-04-28,Animal Care Center + Pet House Suites,"Cytopoint: 40mg (30.1-40lb), 1 Vial (Ordered in Multiples of 5)",1020182563,VC0KAOBR,Zoetis,Zoetis,10022182,Pharmaceuticals,Dermatologic Preparations,,298499,48.31,1.0,48.31,vial,49.3,5,241.55,Completed,10022182
487302316,2025-11-10,Animal Care Center + Pet House Suites,"Apoquel Tablets: 5.4mg, 100 Count",6207773659,VC0N6IWP,Patterson,Zoetis,10021175,Pharmaceuticals,Immunosuppressants,Inventory - Medicine (1331),142436,1.8522,100.0,185.22,tablet,,1,185.22,Completed,510066472
487302311,2025-11-10,Animal Care Center + Pet House Suites,PPVD Feline HA Hydrolyzed Formula: 4lbs,6207773659,VC0N6IWP,Patterson,Nestle Purina,003810014541,Foods,"Diets, Therapeutic",Inventory Asset - Food (1333),189963,28.84,1.0,28.84,box,,1,28.84,Completed,078846683
487302317,2025-11-10,Animal Care Center + Pet House Suites,ProHeart 12: 10ml,6207773659,VC0N6IWP,Patterson,Zoetis,10020256,Parasiticides,Heartworm Parasiticides,Inventory Asset - Preventatives (1335),303927,456.11,1.0,456.11,bottle,,1,456.11,Completed,078937039
446106695,2025-06-02,Animal Care Center + Pet House Suites,"Rapz Eazy Tear Natural World Cohesive Bandage Variety Pack: 2"" x 5.5yd, 12 Count",6671272-0,VC0KSANC,Penn Vet,Millpledge,AC09299,Wound Care and White Goods,Cohesive Bandage,,597151,1.4458,12.0,17.35,roll,,1,17.35,Completed,MPAC09299
452297314,2025-06-23,Animal Care Center + Pet House Suites,"Nitrile Exam Gloves: Powder Free, Small, 100 Count",6694117-0,VC0L472T,Penn Vet,Multiple Manufacturers,7023434,Apparel and Drapes,Exam Gloves,,581593,0.0477,100.0,4.77,gloves,,2,9.54,Completed,GLVEXN01S
452297305,2025-06-23,Animal Care Center + Pet House Suites,"Pro-Pectalin Oral Paste Situational Diarrhea Relief with Kaolin, Pectin and Probiotics for Dogs and Cats 15 cc",6694117-0,VC0L472T,Penn Vet,Vetoquinol,410815,Pharmaceuticals,Antacid and Absorbent Preps,,194772,0.942,15.0,14.13,ml,,1,14.13,Completed,VQL520015
452297313,2025-06-23,Animal Care Center + Pet House Suites,"Nitrile Exam Gloves Powder Free: Medium, 100 Count",6694117-0,VC0L472T,Penn Vet,Multiple Manufacturers,RHI-UNB5M100BX,Apparel and Drapes,Miscellaneous Protective Wear,,81196,0.0477,100.0,4.77,gloves,,2,9.54,Completed,GLVEXN02M
451841603,2025-06-23,Animal Care Center + Pet House Suites,Catalyst Urine P:C Ratio (6),5105300950,VC0L4755,Idexx,IDEXX,98-11008-01,Diagnostics Laboratory,Reagents/Accessories-Chemistry,,176153,20.35,6.0,122.1,kit,129.6,1,122.1,Completed,98-11008-01
451841598,2025-06-23,Animal Care Center + Pet House Suites,Catalyst SDMA and Total T4: 12 Count,5105300950,VC0L4755,Idexx,IDEXX,99-0017167,Diagnostics Laboratory,Analyzers: Chemistry,,535577,27.95,12.0,335.4,test,425.88,1,335.4,Completed,99-0017167
451725726,2025-06-19,Animal Care Center + Pet House Suites,"PureVax® Feline Rabies: 0.5ml, 25 Count",2104228904,4503737030,Boehringer Ingelheim,Boehringer Ingelheim,159730,Vaccines,Vaccines and Other Biologicals,Inventory - Medicine (1331),433495,12.1912,25.0,304.78,dose,423.3,1,304.78,Completed,159730
451607354,2025-06-19,Animal Care Center + Pet House Suites,"Genia Velfast Self-Grip K9 E-Collars: 30 cm, Each",6206606436,VC0L2XBJ,Patterson,Genia,306462,Wound Care and White Goods,Elizabethan and Recovery Collars,,853774,15.52,1.0,15.52,purchasing unit,,1,15.52,Completed,078942397
451607355,2025-06-19,Animal Care Center + Pet House Suites,Vanguard DAPP/L4 Vaccine: 25 x 1 Dose,6206606436,VC0L2XBJ,Patterson,Zoetis,10024432,Vaccines,Vaccines and Other Biologicals,Inventory - Medicine (1331),476915,191.25,1.0,191.25,tray,,1,191.25,Completed,078945473
466981592,2025-08-18,Animal Care Center + Pet House Suites,Convenia Injectable: 10ml,1020899609,VC0LWQD2,Zoetis,Zoetis,10001498,Pharmaceuticals,Antimicrobial Agents,Inventory - Medicine (1331),142684,42.996,10.0,429.96,ml,423.5,1,429.96,Completed,10001498
460533965,2025-07-21,Animal Care Center + Pet House Suites,"Penrose Tubing: 3/8"", Each",GLK3668,VC0LI8P8,Covetrus,Jorgensen Labs,J0590A,Wound Care and White Goods,Drains and Tubes,,474667,37.64,1.0,37.64,box,44.72,1,37.64,Completed,075127
460533964,2025-07-21,Animal Care Center + Pet House Suites,MiconaHex+Triz® Mousse: 7.1oz,GLK3668,VC0LI8P8,Covetrus,Dechra,MHTMW,Pharmaceuticals,Antimicrobial Agents,,221927,2.7183,7.1,19.3,oz,20.99,1,19.3,Completed,059574
460533963,2025-07-21,Animal Care Center + Pet House Suites,"Vacutainer Safety-Lok Winged Blood Collection Set: Luer Adapter, 25g x 3/4"", 12"" Tubing, 50 Count",GLK3668,VC0LI8P8,Covetrus,Becton Dickinson (BD),367285,Administration and Transfusion,Blood Collection and Admin,,79356,1.8162,50.0,90.81,collection sets,127.88,1,90.81,Completed,040870
460533960,2025-07-21,Animal Care Center + Pet House Suites,"Cloth Pack Wrappers: 30"" x 30""",GLK3668,VC0LI8P8,Covetrus,Kong Vet Products (KVP),EJ3030,Autoclaves and Inst Cleaners,Instrument and Glove Wrappers,General Supplies - Medical (5300),162760,14.33,1.0,14.33,each,20.4,2,28.66,Completed,002994
443966242,2025-05-26,Animal Care Center + Pet House Suites,"Cytopoint: 10mg (Up to 10lb), 1 Vial (Ordered in Multiples of 5)",1020363388,VC0KOVTH,Zoetis,Zoetis,10022179,Pharmaceuticals,Dermatologic Preparations,,298904,30.48,1.0,30.48,vial,31.1,5,152.4,Completed,10022179
460533841,2025-07-21,Animal Care Center + Pet House Suites,"Gabapentin Oral Oil Suspension: 100 mg/ml, 100 ml",WO03163722,,Wedgewood Pharmacy,Wedgewood Pharmacy,GABAPESUS0301VC,Pharmaceuticals,Compounded Medication,,790171,73.35,1.0,73.35,purchasing unit,81.5,1,73.35,Completed,GABAPESUS0301VC
471450718,2025-09-04,Animal Care Center + Pet House Suites,ProHeart 12: 10ml,1021016441,VC0M6XYG,Zoetis,Zoetis,10020256,Parasiticides,Heartworm Parasiticides,Inventory Asset - Preventatives (1335),303927,456.11,1.0,456.11,bottle,553.6,1,456.11,Completed,10020256
478531464,2025-10-02,Animal Care Center + Pet House Suites,"Genia Velfast Self-Grip K9 E-Collars: 15cm, Each",6207455138,VC0MLPCM,Patterson,Genia,306456,Wound Care and White Goods,Elizabethan and Recovery Collars,Inventory - Medicine (1331),443063,8.47,1.0,8.47,collar,,2,16.94,Completed,078942394
478531468,2025-10-02,Animal Care Center + Pet House Suites,"Prednis Prednisolone Tablets: 5Mg, 1000 Count",6207455138,VC0MLPCM,Patterson,Multiple Manufacturers,2481,Pharmaceuticals,Antiinflammatories,Inventory - Medicine (1331),196593,51.06,1.0,51.06,bottle,,1,51.06,Completed,078690574
478531466,2025-10-02,Animal Care Center + Pet House Suites,Vanguard crLyme:  25 x 1 Dose,6207455138,VC0MLPCM,Patterson,Zoetis,10012878,Vaccines,Vaccines and Other Biologicals,Inventory - Medicine (1331),170181,15.43,25.0,385.75,dose,,1,385.75,Completed,078925876
478531473,2025-10-02,Animal Care Center + Pet House Suites,"Pivetal Oral Syringe with Cap: 3 mL, 100 Count",6207455138,VC0MLPCM,Patterson,Pivetal,78950755,Administration and Transfusion,Syringes and Needles,,821509,17.5,1.0,17.5,purchasing unit,,1,17.5,Completed,078950755
478531465,2025-10-02,Animal Care Center + Pet House Suites,"Genia Velfast Self-Grip K9 E-Collars: 20cm, Each",6207455138,VC0MLPCM,Patterson,Genia,306458,Wound Care and White Goods,Elizabethan and Recovery Collars,,443065,9.66,1.0,9.66,collar,,3,28.98,Completed,078942395
478531472,2025-10-02,Animal Care Center + Pet House Suites,"Disposable Otoscopic Cones: 5mm (Medium), 50 Count",6207455138,VC0MLPCM,Patterson,Innovative Vet Products,5MM,Diagnostics Exam,Otoscopes Ophthalmoscopes Acc,General Supplies - Medical (5300),33943,14.87,1.0,14.87,box,,1,14.87,Completed,078800125
482538245,2025-10-20,Animal Care Center + Pet House Suites,"Genia Velfast Self-Grip K9 E-Collars: 15cm, Each",6207592250,VC0MU7BY,Patterson,Genia,306456,Wound Care and White Goods,Elizabethan and Recovery Collars,Inventory - Medicine (1331),443063,8.47,1.0,8.47,collar,,2,16.94,Completed,078942394
482538244,2025-10-20,Animal Care Center + Pet House Suites,PPVD Canine EN Gastroenteric: 6lb,6207592250,VC0MU7BY,Patterson,Nestle Purina,038100138542,Foods,"Diets, Therapeutic",Inventory Asset - Food (1333),77055,5.1067,6.0,30.64,lb,,1,30.64,Completed,078802877
485530896,2025-11-03,Animal Care Center + Pet House Suites,Mini Lavender-Top Tube (LTT) EDTA,5116235113,VC0N2RQH,Idexx,IDEXX,98-0003469-02,Administration and Transfusion,Blood Collection and Admin,,494705,0.0,1.0,0.0,tube,,100,0.0,Completed,98-0003469-02
486951390,2025-11-06,Animal Care Center + Pet House Suites,"Thyro-Tabs Canine: 0.2mg, 120 Count",6207760255,VC0N5PX2,Patterson,Multiple Manufacturers,2521,Pharmaceuticals,Hormones and Analogs,General Supplies - Medical (5300),190729,0.049,120.0,5.88,tablet,,2,11.76,Completed,078879417
486951397,2025-11-06,Animal Care Center + Pet House Suites,"Maropitant Citrate Tablets: 160mg, 4 Count",6207760255,VC0N5PX2,Patterson,Multiple Manufacturers,86136010435,Pharmaceuticals,Antiemetics,Inventory - Medicine (1331),596816,5.485,4.0,21.94,tablet,,1,21.94,Completed,078949960
486951398,2025-11-06,Animal Care Center + Pet House Suites,Disposable Fecal Loop: 100 Count,6207760255,VC0N5PX2,Patterson,Dee Veterinary Products,3500,Administration and Transfusion,Blood Collection and Admin,,85685,0.1582,100.0,15.82,each,,1,15.82,Completed,078906995
486951507,2025-11-07,Animal Care Center + Pet House Suites,"PureVax® Feline 3 (RCP): 0.5ml, 25 Doses",2104729773,4503868280,Boehringer Ingelheim,Boehringer Ingelheim,159726,Vaccines,Vaccines and Other Biologicals,Inventory - Medicine (1331),427948,5.766,25.0,144.15,dose,200.21,1,144.15,Completed,159726
481285506,2025-10-13,Animal Care Center + Pet House Suites,Multiparameter Temperature Probe: Each,GNN8037,VC0MQNO7,Covetrus,Midmark,016-10164-00,Monitors,Monitor Accessories and Parts,General Supplies - Medical (5300),382802,52.33,1.0,52.33,purchasing unit,78.0,1,52.33,Completed,072229
481285502,2025-10-13,Animal Care Center + Pet House Suites,"PPVD Canine NF Kidney Function: 13.3oz, 12 Count",GNN8037,VC0MQNO7,Covetrus,Nestle Purina,038100138047,Foods,"Diets, Therapeutic",Inventory Asset - Food (1333),115002,3.1208,12.0,37.45,can,37.45,1,37.45,Drop Shipment,035102
481285340,2025-10-13,Animal Care Center + Pet House Suites,"Vetmedin® Chewable Tablets: 1.25mg, 50 Count",2104639448,GNN8037,Boehringer Ingelheim,Boehringer Ingelheim,103183,Pharmaceuticals,Cardiovascular Drugs,Inventory - Medicine (1331),128835,0.706,50.0,35.3,tablet,37.55,1,35.3,Completed,103183
486011521,2025-11-03,Animal Care Center + Pet House Suites,"Genia Velfast Self-Grip K9 E-Collars: 30 cm, Each",6207711325,VC0N2RU6,Patterson,Genia,306462,Wound Care and White Goods,Elizabethan and Recovery Collars,,853774,15.52,1.0,15.52,purchasing unit,,2,31.04,Completed,078942397
486011522,2025-11-03,Animal Care Center + Pet House Suites,"Pivetal Plastic Prescription Vials: Reversible Cap, Amber, 8 Dram, 400 Count",6207711325,VC0N2RU6,Patterson,Pivetal,21295105,Facility Supplies,"Bags, Bottles and Jars",,389849,52.57,1.0,52.57,box,,1,52.57,Completed,078938503
486011523,2025-11-03,Animal Care Center + Pet House Suites,Vanguard crLyme:  25 x 1 Dose,6207711325,VC0N2RU6,Patterson,Zoetis,10012878,Vaccines,Vaccines and Other Biologicals,Inventory - Medicine (1331),170181,15.43,25.0,385.75,dose,,1,385.75,Completed,078925876
486012055,2025-11-03,Animal Care Center + Pet House Suites,Neopolydex Ophthalmic Suspension: 5Ml,GRC4876,VC0N2RE9,Covetrus,Multiple Manufacturers,2420883060,Pharmaceuticals,Ophth Preps and Treatments,Inventory - Medicine (1331),40454,5.55,1.0,5.55,bottle,5.55,1,5.55,Completed,075717
463906124,2025-08-04,Animal Care Center + Pet House Suites,"Simparica TRIO Chewable Tablets: Green, 44.1-88.0lb, 5 x 6 Dose",1020810577,VC0LPHJQ,Zoetis,Zoetis,10022682,Parasiticides,Heartworm Parasiticides,Inventory Asset - Preventatives (1335),371220,34.8033,30.0,1044.1,tablet,718.75,1,1044.1,Completed,10022682
463906116,2025-08-04,Animal Care Center + Pet House Suites,"Edta Micro Tube: Lavender Top, Each",1020810577,VC0LPHJQ,Zoetis,Zoetis,10026601,Diagnostics Laboratory,"Blood Tubes, Needles and Racks",Lab Supplies (5630),609327,0.0,1.0,0.0,tube,0.01,50,0.0,Completed,10026601
463906122,2025-08-04,Animal Care Center + Pet House Suites,"Simparica TRIO Chewable Tablets: Caramel, 11.1-22.0lb, 5 x 6 Dose",1020810577,VC0LPHJQ,Zoetis,Zoetis,10022680,Parasiticides,Heartworm Parasiticides,Inventory Asset - Preventatives (1335),371218,31.25,30.0,937.5,tablet,645.25,1,937.5,Completed,10022680
463906119,2025-08-04,Animal Care Center + Pet House Suites,Green Top Lithium Heparin Micro Tube: 10 Count,1020810577,VC0LPHJQ,Zoetis,Zoetis,10025300,Diagnostics Laboratory,"Blood Tubes, Needles and Racks",Lab Supplies (5630),515367,0.0,10.0,0.0,tube,0.01,100,0.0,Completed,10025300
463906126,2025-08-04,Animal Care Center + Pet House Suites,Convenia Sterile Water: 10ml,1020810577,VC0LPHJQ,Zoetis,Zoetis,10001961,Pharmaceuticals,Antimicrobial Agents,Inventory - Medicine (1331),170299,0.0,10.0,0.0,ml,1.45,1,0.0,Completed,10025200
469941352,2025-08-28,Animal Care Center + Pet House Suites,"Cytopoint: 30mg (20.1-30lb), 1 Vial (Ordered in Multiples of 5)",1020977063,VC0M42N7,Zoetis,Zoetis,10022181,Pharmaceuticals,Dermatologic Preparations,Inventory - Medicine (1331),298727,44.59,1.0,44.59,vial,45.5,5,222.95,Completed,10022181
483861122,2025-10-27,Animal Care Center + Pet House Suites,"Maropitant Citrate Tablets: 16mg, 4 Count",6825031-0,VC0MY4OV,Penn Vet,Multiple Manufacturers,86136010135,Pharmaceuticals,Antiemetics,Inventory - Medicine (1331),596818,2.3125,4.0,9.25,tablet,,1,9.25,Completed,FEL1500
483861124,2025-10-27,Animal Care Center + Pet House Suites,"Cefpodoxime Proxetil Tablets: 100mg, 100 Count",6825031-0,VC0MY4OV,Penn Vet,Multiple Manufacturers,42043012001,Pharmaceuticals,Antimicrobial Agents,Inventory - Medicine (1331),231999,0.3572,100.0,35.72,tablet,,1,35.72,Completed,VED0217
484280303,2025-10-27,Animal Care Center + Pet House Suites,Vcheck C Cortisol: 10 Count,6825031-3,VC0MY4OV,Penn Vet,Bionote,VCF105DD,Diagnostics,Diagnostic Aids - Clinical,Inventory Asset - Lab Supplies (1334),374803,14.95,10.0,149.5,test,,1,149.5,Completed,BNTVCF105DD
471450974,2025-09-04,Animal Care Center + Pet House Suites,Neopolybac (W/ Zinc) Ophthalmic Ointment: 3.5G,GMR2864,VC0M6XYL,Covetrus,Multiple Manufacturers,24208078055,Pharmaceuticals,Ophth Preps and Treatments,Inventory - Medicine (1331),142137,1.4943,3.5,5.23,g,5.39,1,5.23,Completed,075714
471450972,2025-09-04,Animal Care Center + Pet House Suites,"Apoquel Tablets: 16mg, 100 Count",GMR2864,VC0M6XYL,Covetrus,Zoetis,10021176,Pharmaceuticals,Immunosuppressants,Inventory - Medicine (1331),142871,1.8522,100.0,185.22,tablet,192.75,1,185.22,Completed,069194
471450971,2025-09-04,Animal Care Center + Pet House Suites,Trizultra+Keto® Flush 4Oz,GMR2864,VC0M6XYL,Covetrus,Dechra,TUW,Pharmaceuticals,Dermatologic Preparations,Inventory - Medicine (1331),266184,2.975,4.0,11.9,oz,12.99,2,23.8,Completed,032722
450160741,2025-06-16,Animal Care Center + Pet House Suites,"Zenrelia (Ilunocitinib) Tablets: Light Purple, 15 mg, 90 Doses x 1 Count",6206569911,VC0LZG9U,Patterson,Elanco,CA5539090AM,Pharmaceuticals,Dermatologic Preparations,,756475,0.8931,90.0,80.38,tablet,,1,80.38,Completed,078952193
450160738,2025-06-16,Animal Care Center + Pet House Suites,Azithromycin Oral Suspension:  30Ml (40Mg/Ml),6206569911,VC0LZG9U,Patterson,Multiple Manufacturers,00093202631,Pharmaceuticals,Antimicrobial Agents,,55413,4.36,1.0,4.36,bottle,,1,4.36,Completed,078939969
450160735,2025-06-16,Animal Care Center + Pet House Suites,Andis Cordless 6 Speed Nail Grinder Kit: Includes Multiple Items,6206571210,VC0LZK93,Patterson,,66815,Grooming,Nail Trimming and Nail Caps,,725296,53.85,1.0,53.85,kit,,1,53.85,Completed,078951375
449706221,2025-06-16,Animal Care Center + Pet House Suites,Convenia Injectable: 10ml,GKN0428,VC0LZG8X,Covetrus,Zoetis,10001498,Pharmaceuticals,Antimicrobial Agents,,142684,42.996,10.0,429.96,ml,457.4,1,429.96,Completed,045533
449706217,2025-06-16,Animal Care Center + Pet House Suites,"VetPack Monoject Needle with Plastic Hub (Rigid): 22g x 3/4"", A, Aluminum Insert, 100 Count",GKN0428,VC0LZG8X,Covetrus,Medtronic,8881251865,Administration and Transfusion,Syringes and Needles,,192811,0.1039,100.0,10.39,needle,17.82,3,31.17,Completed,004471
448723345,2025-06-10,Animal Care Center + Pet House Suites,"Umbilical Tape: 1/4"" x 20yd",6206529105,VC0KWT4M,Patterson,Multiple Manufacturers,UT76 OR J25UC,Breeding and Obstetrics,Prolapse Repair,,46302,0.697,20.0,13.94,yd,,1,13.94,Completed,078155852
447728834,2025-06-09,Animal Care Center + Pet House Suites,"Doxycycline Hyclate Tablets: 100Mg, 500 Count",6678932-0,VC0KVTZZ,Penn Vet,Multiple Manufacturers,67405055005,Pharmaceuticals,Antimicrobial Agents,Inventory - Medicine (1331),39090,0.0567,500.0,28.36,tablet,,2,56.72,Completed,PVS5380
447728837,2025-06-09,Animal Care Center + Pet House Suites,"Orapac Kit: 1oz, 12 Count",6678932-0,VC0KVTZZ,Penn Vet,Viapac,PLON00112,Facility Supplies,"Bags, Bottles and Jars",,5724,0.9942,12.0,11.93,oz,,2,23.86,Completed,PVS112CS
447728833,2025-06-09,Animal Care Center + Pet House Suites,Azithromycin Oral Suspension:  30Ml (40Mg/Ml),6678932-0,VC0KVTZZ,Penn Vet,Multiple Manufacturers,00093202631,Pharmaceuticals,Antimicrobial Agents,,55413,3.99,1.0,3.99,bottle,,2,7.98,Completed,PVS4496
448170647,2025-06-09,Animal Care Center + Pet House Suites,Flea Combs Double Sided Plastic Disposable: 12 Count,6206515664,VC0KVSWB,Patterson,Jorgensen Labs,J321C,Grooming,Combs and Brushes,,82763,9.8,1.0,9.8,box,,1,9.8,Completed,078157209
448170646,2025-06-09,Animal Care Center + Pet House Suites,"Monoject Oral Syringe: 3ml, clear, 100 Count",6206515664,VC0KVSWB,Patterson,Multiple Manufacturers,8881903002,Administration and Transfusion,Syringes and Needles,,86313,0.1738,100.0,17.38,syringe,,1,17.38,Completed,078061253
448170644,2025-06-09,Animal Care Center + Pet House Suites,ProHeart 12: 10ml,6206515664,VC0KVSWB,Patterson,Zoetis,10020256,Parasiticides,Heartworm Parasiticides,Inventory - Medicine (1331),303927,456.11,1.0,456.11,bottle,,1,456.11,Completed,078937039
